date,level_m
2020-01-01,4.42488990190672
2020-01-02,4.382840289555696
2020-01-03,4.36728154636443
2020-01-04,4.331198156670988
2020-01-05,4.483573730807507
2020-01-06,4.238941170084158
2020-01-07,4.058569269635489
2020-01-08,4.051152044072862
2020-01-09,4.258100914127395
2020-01-10,4.204310030817456
2020-01-11,3.9169659340155767
2020-01-12,4.150753898272353
2020-01-13,3.9054403709707266
2020-01-14,4.330684225251639
2020-01-15,4.142445787214566
2020-01-16,3.990199970937818
2020-01-17,4.3839412964485565
2020-01-18,4.343225325138368
2020-01-19,4.44189670708092
2020-01-20,4.449822555745195
2020-01-21,4.348007227103281
2020-01-22,4.528397023958119
2020-01-23,4.666948607759322
2020-01-24,4.466230414516922
2020-01-25,4.833734280899676
2020-01-26,4.566434455566836
2020-01-27,4.6394914169315715
2020-01-28,4.715263387270903
2020-01-29,4.651481442917474
2020-01-30,4.708229755872863
2020-01-31,4.701309173380132
2020-02-01,4.5196979379443025
2020-02-02,4.771386704356125
2020-02-03,4.793021535727518
2020-02-04,4.851677263813448
2020-02-05,4.561090081219979
2020-02-06,4.674714785964905
2020-02-07,4.741511800640505
2020-02-08,4.811670108857101
2020-02-09,4.535695275995339
2020-02-10,4.825008790007221
2020-02-11,4.607341151226002
2020-02-12,5.177032330592106
2020-02-13,5.242846999749077
2020-02-14,5.024658579746265
2020-02-15,4.952330567870912
2020-02-16,5.0036191668030074
2020-02-17,4.879714818112597
2020-02-18,5.03365484647699
2020-02-19,5.114659909322797
2020-02-20,5.115557412585401
2020-02-21,4.779731068607641
2020-02-22,4.691426449978551
2020-02-23,4.649873208114622
2020-02-24,4.567817585851592
2020-02-25,4.458683832500508
2020-02-26,4.479476510788561
2020-02-27,4.525490204160155
2020-02-28,4.6419891522941
2020-02-29,4.326175611043967
2020-03-01,4.339585010429617
2020-03-02,4.623720118603763
2020-03-03,4.612932575914764
2020-03-04,4.626162179211428
2020-03-05,4.7488816550453175
2020-03-06,4.4647609458175825
2020-03-07,4.513449657871186
2020-03-08,4.338567851276035
2020-03-09,4.4498603644466135
2020-03-10,4.5511270027521595
2020-03-11,4.571143029000983
2020-03-12,4.459838033681661
2020-03-13,4.33432498573505
2020-03-14,4.39472540981531
2020-03-15,3.9088696423864837
2020-03-16,4.10348373743626
2020-03-17,4.2621100560297505
2020-03-18,4.277015017326352
2020-03-19,4.428993405448222
2020-03-20,4.2054470933961285
2020-03-21,4.301453862927039
2020-03-22,4.19543201019549
2020-03-23,4.366456565618981
2020-03-24,4.1350834488849735
2020-03-25,4.474636970690495
2020-03-26,4.512412996677385
2020-03-27,4.7867542533094225
2020-03-28,4.749137811155059
2020-03-29,4.437906107715057
2020-03-30,4.427583056711918
2020-03-31,4.555641216391225
2020-04-01,4.487195966459079
2020-04-02,4.585774936147943
2020-04-03,4.821181558129374
2020-04-04,4.520894254824905
2020-04-05,4.466041436644332
2020-04-06,4.369150148418762
2020-04-07,4.480571480609778
2020-04-08,4.516248634021206
2020-04-09,4.33320638210264
2020-04-10,4.411659332809767
2020-04-11,4.490441458656012
2020-04-12,4.601116722923759
2020-04-13,4.71427751135244
2020-04-14,4.4442930107327845
2020-04-15,4.512360902425645
2020-04-16,4.365498651180183
2020-04-17,4.239411751266226
2020-04-18,4.32714721123922
2020-04-19,4.443792949413549
2020-04-20,4.293293904161586
2020-04-21,4.6996446794325255
2020-04-22,4.41477765592313
2020-04-23,4.5373879597771465
2020-04-24,4.44830601777042
2020-04-25,4.402316902065336
2020-04-26,4.935037360940446
2020-04-27,4.203493232035791
2020-04-28,4.46406731604243
2020-04-29,4.617535830982405
2020-04-30,4.774530011900317
2020-05-01,4.51333197730991
2020-05-02,4.411876754889067
2020-05-03,4.180536336366398
2020-05-04,3.9993398751453335
2020-05-05,4.035970178953779
2020-05-06,4.07854963410453
2020-05-07,4.183081078969066
2020-05-08,4.387987056334266
2020-05-09,4.2793167376175605
2020-05-10,4.106289977641171
2020-05-11,4.388463137058709
2020-05-12,4.192737871066718
2020-05-13,4.249802640980271
2020-05-14,4.5139742779528635
